Consolidated Item List,,,,,,,,Commodity Type,Item Count,Item Type,Item Count
9-903-PP,MIDDLE JUNCTION BRACKET,SHOGO,902-PHIL,11,0,Hardware & Fittings,Hardware Component,,,,
995-33835-00,HYDROPOL 30UM 150 X 200 BAG,ADVENTPAC,700,7,"2,600",Packaging & Labeling,Packaging,,,,
A-04-18-9-M,"4"" 18 lb. CABLE TIES NATURAL",GREEN,700,"165,300",0,Electrical & Wiring,Wire / Cable,,,,
A0880-ND,TYCO 323914 AMP,TTI,700,300,0,Hardware & Fittings,Hardware Component,,,,
A1028,KITTED ITEM P/N A1028,ACCU-WO,600,1,0,Hardware & Fittings,Hardware Component,,,,
A6-7,1/4 BELLEVILLE LOCK WASHER,KB,700,"1,700",0,Fasteners,Washer,,,,
A80017,"CABLE ASSY 10""W/TUBE CNCTR",ACC-SP,702,60,0,Electrical & Wiring,Wire / Cable,,,,
A80018-3,CABLE WITH STAKED EYELETS,LEXCO,800,200,0,Electrical & Wiring,Wire / Cable,,,,
AA-120-02-SP,AA-120-02 MOLEX W/SPECIAL,ACC-SP,701,"1,985",0,Electrical & Wiring,Connector,,,,
AA-120-04-SP,AA-120-04 MOLEX W/SPECIAL,ACC-SP,701,726,0,Electrical & Wiring,Connector,,,,
AA6341-08-0.875-00,1/4 ROUND SPACER 7/8 LONG #8,WJRC,700,"1,700",0,Fasteners,Spacer / Standoff,,,,
AA6941-0440-0.750-00,FEMALE-FEMALE STANDOFF,HI-Q,700,460,0,Fasteners,Spacer / Standoff,,,,
AA6950-0256-0.500-25,3/16 HEX STANDOFF #2-56 THREAD,LYN,700,5,0,Fasteners,Spacer / Standoff,,,,
AA6950-0440-1.000-00,3/16 HEX 4-40 X 1 LONG F/F,HI-Q,700,0,"2,000",Fasteners,Bolt,,,,
AA6951-0632-0.500-00,AA6951-0632-0.500-00,LYN,700,"1,550",0,Hardware & Fittings,Hardware Component,,,,
AA6956-3716-1.250-00,5/8 X 1 1/4 HEX ALUM STANDOFF,LYN,700,70,0,Fasteners,Spacer / Standoff,,,,
AA6981-0.750-00,6-32 X 3/4 M/F STANDOFF 1/4,HI-Q,700,"17,510",0,Fasteners,Spacer / Standoff,,,,
AB32A,"AB32A-3/32"" DIA DRILL SIZE",PAC,700,"4,000",0,Tools & Tooling,Tooling,,,,
AB41-43GV,.1691-0410 MULTI GRIP RIVET,PAC,700,"5,800",0,Fasteners,Rivet,,,,
AB875C0128STGR105HDG,7/8-9 X 8 CONCRETE ANCHOR,AMERBO,800,0,"4,000",Fasteners,Anchor,,,,
AB875C0288STB7HDG-CP-PP,7/8-9 X 18 CONCRETE ANCHOR,VULCAN,800,20,0,Fasteners,Anchor,,,,
ABA41-43MG,1/8 (.039-.187 GRIP) ALUM/ALUM,JCS,700,"5,000",0,Hardware & Fittings,Hardware Component,,,,
ABA42,1/8 X .275 ALL ALUM RIVET 1/8,EDSON,700,"5,068",0,Fasteners,Rivet,,,,
ABA43,ALL ALUM #43 RIVET AAP-43,MAR,700,"53,025","50,000",Fasteners,Rivet,,,,
ABA64,.188-.250 GRIP RANGE ALUM,PAC,700,"144,500",0,Hardware & Fittings,Hardware Component,,,,
ABM1M-AT,ABM1M-AT  PANDUIT  1/2 SQ,LEEJOH,700,500,0,Hardware & Fittings,Hardware Component,,,,
ABMM-4-A,"3/4"" CABLE TIE BASE ACRYLIC",HANGZHOU,901-BALBOA,"138,300",0,Electrical & Wiring,Wire / Cable,,,,
ABS44,ABS 44 ALUM/STEEL RIVET 1/8 X,PAC,700,250,0,Fasteners,Rivet,,,,
ABS56,5/32 ALUM RIVET STEEL MANDREL,GOEBEL,700,"1,000",0,Fasteners,Rivet,,,,
ABS64L,#64 ALUM/ STEEL LARGE FLANGE,PAC,700,"12,000",0,Hardware & Fittings,Fitting / Valve,,,,
ABZN06,16 MM HI-GRIP HOSE CLAMP ZINC,GLOBAM,700,"1,000",0,Hardware & Fittings,Hardware Component,,,,
ACA44,.188-.250 GRIP RANGE ALUM/ALUM,PAC,700,"90,000","40,000",Hardware & Fittings,Hardware Component,,,,
AD34ABS,AD34ABS RIVET,PAC,800,"3,200",0,Fasteners,Rivet,,,,
AD42H-28,1/8 DOME HEAD POP ONLY,EMHART,700,0,"150,000",Hardware & Fittings,Hardware Component,,,,
AD46ABS,AD46ABS #46 ALL ALUM RIVET,PAC,700,160,0,Fasteners,Rivet,,,,
AD66AH,AD66AH 3/16 DIA 3/8 GRIP ALL,PAC,700,"2,000",0,Hardware & Fittings,Hardware Component,,,,
AFX-ACS6668-MG,66-68 Alum / Steel Multi grip,PAC,700,"2,500",0,Hardware & Fittings,Hardware Component,,,,
AFX-FBF43-P,"1/8"" BLIND RIVET DOME HEAD",PAC,700,"9,000",0,Fasteners,Rivet,,,,
AFX-FCF43-P,"1/8"" BLIND RIVET FLUSH MOUNT",PAC,700,"9,000",0,Fasteners,Rivet,,,,
AKA1-616-312,AKA1-616-312 AVK INSERT,BBS,700,"1,000",0,Fasteners,Insert,,,,
AKS4-420-165,1/4-20 RIV NUT AVK STEEL ZINC,IRF,700,"1,000",0,Fasteners,Nut,,,,
AL5172-10.0-00,LYNTRON AL5172-10.0-00,FASCOM,800,100,0,Hardware & Fittings,Hardware Component,,,,
AL5172-12.0,6MM HEX M3-0.5 X 12MM M/F,FASCOM,800,200,0,Fasteners,Bolt,,,,
AL6340-04-0.750-00,3/16 RND .114 HOLE DIA 3/4,FASCOM,700,400,0,Hardware & Fittings,Hardware Component,,,,
AL6341-08-0.125-00,1/4 RND #8 HOLE DIA 1/8 LONG,HI-Q,700,"1,000",0,Hardware & Fittings,Hardware Component,,,,
AL6341-08-0.250-00,#8 X 1/4 1/4 ROUND SPACER,HI-Q,700,"1,800",0,Fasteners,Spacer / Standoff,,,,
AL6342-10-0.1563-00,5/16 RND X #10 CLEAR HOLE .192,FASCOM,800,"1,900",0,Hardware & Fittings,Hardware Component,,,,
AL6342-10-0.500-00,5/16 RND X #10 CLEAR HOLE .192,HI-Q,700,280,0,Hardware & Fittings,Hardware Component,,,,
AL6342-10-1.1250-00,ROUND SPACER 5/16 OD,WJRC,700,0,"1,000",Fasteners,Spacer / Standoff,,,,
AL6941-0632-1.00-00,"1/4 RND 6-32 THRD 1""LONG ALUM.",GOFAST,901-FEND,"73,320",0,Hardware & Fittings,Hardware Component,,,,
AL6950-0440-0.500-11,3/16 HEX 4-40 THREAD 1/2 BODY,ACC-SP,701,812,0,Hardware & Fittings,Hardware Component,,,,
AL6950-0440-0.562-11,3/16 HEX 4-40 THREAD 9/16BODY,ACC-SP,701,"1,719",0,Hardware & Fittings,Hardware Component,,,,
AL6950-0440-0.625-22,AL6950-0440-0.625-22  LYNTRON,FASCOM,800,500,0,Hardware & Fittings,Hardware Component,,,,
AL6950-0440-1.187-22,3/16 HEX STANDOFF,FASCOM,700,400,0,Fasteners,Spacer / Standoff,,,,
AL6950-0632-0.500-11,3/16 HEX 6-32 THREAD 1/2 BODY,FASCOM,700,"1,050",0,Hardware & Fittings,Hardware Component,,,,
AL6951-0440-0.125-22,AL6951-0440-0.125-22  LYN,LYN,700,"1,500",0,Hardware & Fittings,Hardware Component,,,,
AL6951-0440-0.250-00,1/4 HEX 4-40 THRD 1/4 LONG,HI-Q,700,"4,000",0,Hardware & Fittings,Hardware Component,,,,
AL6951-0440-0.875-22,4-40 HEX 1/4 X  7/8,HI-Q,700,305,0,Fasteners,Bolt,,,,
AL6951-0632-0.437-21,1/4 HEX 6-32 THREAD 7/16 BODY,ACC-SP,701,"7,800",0,Hardware & Fittings,Hardware Component,,,,
AL6951-0632-0.562-00,1/4 HEX F/F STANDOFF 6-32 THR.,HI-Q,700,"2,000",0,Fasteners,Spacer / Standoff,,,,
AL6951-0632-1.250-21,AL6951-0632-1.250-21 CLEAR,FASCOM,700,"1,250",0,Hardware & Fittings,Hardware Component,,,,
AL6951-0832-0.500-00,1/4 HX 8-32 THRD 1/2 LONG ALUM,GMI,700,"3,500",0,Hardware & Fittings,Hardware Component,,,,
AL6952-1032-0.375-00,"5/16 HEX 10/32 THRD 3/8"" LONG",FASCOM,800,350,0,Hardware & Fittings,Hardware Component,,,,
AL6979-0.250-0,AL6979-0.250-00 PLN 3/16 HX,WELLFL,901-FEND,"194,450",0,Hardware & Fittings,Hardware Component,,,,
AL6980-0.437-00,7/16 LONG ALUM 1/4 HEX 4-40,HI-Q,700,350,0,Hardware & Fittings,Hardware Component,,,,
AL6981-0.250-00,1/4 HEX 6-32 THREAD 1/4 BODY,HI-Q,700,"1,000",0,Hardware & Fittings,Hardware Component,,,,
AL6981-0.375-00,1/4 HEX 6-32 THREAD 3/8 BODY,HI-Q,700,"1,080",0,Hardware & Fittings,Hardware Component,,,,
AL6981-0.500-00,1/4 HEX 6-32 THRD 1/2 LONG M/F,HI-Q,704-BALB,"13,658","12,000",Hardware & Fittings,Hardware Component,,,,
AL6981-0.625-00,1/4 HEX 6-32 THREAD 5/8 BODY,HI-Q,700,"38,400",0,Hardware & Fittings,Hardware Component,,,,
AL6986-0.500-0,3/8 HEX M/F STANDOFF 10-32,HI-Q,700,100,0,Fasteners,Spacer / Standoff,,,,
ALS4-1024-130-GEN,10-24 RIV NUT GENERIC,IRF,700,"9,613",0,Fasteners,Nut,,,,
ALS4-420-165,RIVNUT ALS4-420-165 EQUAL TO,JCS,700,"3,000",0,Hardware & Fittings,Hardware Component,,,,
ALS4-832-80,ALS4-832-80 AVK,IRF,700,0,"2,000",Hardware & Fittings,Hardware Component,,,,
AN316-4R,AN316-4R,AIRHAR,200,"3,675",0,Hardware & Fittings,Hardware Component,,,,
AN341-10-SP,10-32NF-2B .375 AF X .130 THIK,ACC-SP,201,900,0,Hardware & Fittings,Hardware Component,,,,
AN960-1016-ZY,AN960-1016-ZY ZNC YELLOW,WCL,200,"1,100",0,Fasteners,Washer,,,,
AN960-10L-CERT,AN960-10L CAD YELLOW CERTIFIED,KAN,200,"4,746",0,Fasteners,Washer,,,,
AN960-1416-ZI-REV-20,AN960-1416 MIL-S-7952 .090,SWG,200,"1,000",0,Fasteners,Washer,,,,
AN960-416L,CERTIFIED 1/4 LITE F/W CAD,KAN,200,"8,600",0,Fasteners,Washer,,,,
AN960-4-CY,AN960-4 CAD WITH YELLOW,KAN,200,"4,590",0,Fasteners,Washer,,,,
AN960-4-ZI3,960-4 F/W ZINC I/.125 X .312 X,WCL,200,"3,300",0,Fasteners,Washer,,,,
AN960-616-SIL,.390 ID X .625 X .062 FLAT,ACC-SP,201,900,0,Fasteners,Washer,,,,
AN960-6-CY,AN960-6 CAD YELLOW CERTIFIED,KAN,200,"3,460",0,Fasteners,Washer,,,,
AN960-6L-CY,AN960-6L CAD YELLOW CERTIFIED,KAN,200,"5,000",0,Fasteners,Washer,,,,
AN960-816L-CHZIB,.515 X .875 X .032 FLAT WASHER,WWM,200,"28,000",0,Fasteners,Washer,,,,
AN960-816-ZI,.515+/-.010 X .875+.020/-.010,WCL,200,"20,868",0,Fasteners,Washer,,,,
AN960-816-ZY,AN960-816-ZY,KAN,200,"1,844",0,Fasteners,Washer,,,,
AN960-8-CY,AN960-8-CY .174 X .375 X .032,KAN,200,"1,301",0,Fasteners,Washer,,,,
AN960-8-NI,#8 FLATWASHER STL NICKEL,ACC-SP,201,"1,983",0,Fasteners,Washer,,,,
AN960-B10L-C,AN960-B10L CERTIFIED,SWG,200,0,"25,000",Fasteners,Washer,,,,
AN960-B6,.149 X .375 X .032 BRASS,STR,200,0,"5,500",Fasteners,Washer,,,,
AN960-C10,.203 X .438 X .063 STAINLESS,BRIK,200,"18,000",0,Fasteners,Washer,,,,
AN960-C1016,.640 X 1.188 X .063 FLAT,STR,200,571,0,Fasteners,Washer,,,,
AN960-C10L,#10 FLAT WASHER SS LITE,STR,200,"2,725",0,Fasteners,Washer,,,,
AN960-C10L-D,#10 FLAT WASHER SS LITE,STR,200,"6,860",0,Fasteners,Washer,,,,
AN960-C1416,AN960-C1416 FLAT WASHER,STR,200,"1,200",0,Fasteners,Washer,,,,
AN960-C2,.099 X .250 X .032 STAINLESS,STR,200,500,0,Fasteners,Washer,,,,
AN960-C4,.125 X .312 X .032 STAINLESS,STR,200,"2,900",0,Fasteners,Washer,,,,
AN960-C416,COMMERCIAL 1/4 STAINLESS FLAT,STR,200,295,0,Fasteners,Washer,,,,
AN960-C416L,AN960-C416L L= .032 +-.006,STR,200,"6,000","50,000",Fasteners,Washer,,,,
AN960-C416L-CERT,AN960-C416L CERTIFIED,STR,200,0,"2,500",Fasteners,Washer,,,,
AN960-C4-D,.125 X .312 X .032 STAINLESS,STR,200,"2,000",0,Fasteners,Washer,,,,
AN960-C516,AN960-C516 COMMERCIAL THIS IS,BRIK,200,"8,000",0,Fasteners,Washer,,,,
AN960-C516-CERT,AN960-C516 CERTIFIED,STR,200,"10,278",0,Fasteners,Washer,,,,
AN960-C6,.149 X .375 X .032 STAINLESS,STR,200,"4,000",0,Fasteners,Washer,,,,
AN960-C616,.390 X .625 X .063 S.S,STR,200,"5,800",0,Fasteners,Washer,,,,
AN960-C616L-CERT,AN960-C616L CERTIFIED,STR,200,345,0,Fasteners,Washer,,,,
AN960-C6-CERT,# 6 FLAT/WASHER STAINLESS,STR,200,"34,110",0,Fasteners,Washer,,,,
AN960-C8,.174 X .375 X .032 STAINLESS,STR,200,"2,000",0,Fasteners,Washer,,,,
AN960-C816,AN960-C816 .515 X .875 X .063,STR,200,400,0,Fasteners,Washer,,,,
AN961-10T-LT010,AN961-10T FLATWASHER PLATED,ACC-SP,201,"3,800",0,Fasteners,Washer,,,,
AN961-616T,AN961-616T,WCL,200,"2,660",0,Hardware & Fittings,Hardware Component,,,,
AN961-616T-LT010,AN961-616T FLATWASHER PLATED,ACC-SP,201,"2,972",0,Fasteners,Washer,,,,
AN961-6T-LT010,AN961-6T FLAT WASHER PLATED,ACC-SP,201,635,0,Fasteners,Washer,,,,
AN961-8T-LT010,AN961-8T FLAT WASHER PLATED,ACC-SP,201,"15,072",0,Fasteners,Washer,,,,
AOS3-832-80,8-32 THREADED INSERT STEEL,IRF,700,"2,000",0,Fasteners,Insert,,,,
AP-14-50-8-D,"14""  50 LBS CABLE TIE GREY",GREEN,700,800,0,Electrical & Wiring,Wire / Cable,,,,
AP-MY-1000-9-C,"1"" MOUNTING PAD ADVANCED CABLE",ACTI,700,"6,000",0,Electrical & Wiring,Wire / Cable,,,,
AS041124-01,SOLLOS BRACKET 4.225 WIDTH,OCONNOR,700,10,0,Hardware & Fittings,Hardware Component,,,,
AS43D,AS43D CELUS FASTENERS,IRF,700,"3,500",0,Hardware & Fittings,Hardware Component,,,,
ASDP006 0020AY,3/16 X 1 1/4 DOWEL PIN ALLOY,NBS,700,50,0,Springs & Clips,Clip / Pin / Ring,,,,
B08BS2C7YT,"TRM, .156ML BLT,16/22GA SHRINK",AMAZON,700,72,0,Packaging & Labeling,Packaging,,,,
B3/8RVINYL,3/8 BLUE VINYL RING TERMINAL,LEEJOH,700,0,"1,000",Electrical & Wiring,Lug / Terminal,,,,
B65659-F0001-X023,B65659-F0001-X023 SIEMENS,MOUSER,700,100,0,Hardware & Fittings,Hardware Component,,,,
B812-12,.500 ID X .750 OD X 1.500 L.,SYMMCO,700,150,0,Hardware & Fittings,Hardware Component,,,,
BACIJZZZZAGZZ,4-40 X 5/16 PHILLIPS PAN,APM,700,0,"5,000",Fasteners,Screw,,,,
BALL-1.5MM-SS316GD100,1.5MM BAL BEARING 316 S/S,SALEMS,700,80,0,Hardware & Fittings,Bearing,,,,
BALL-2MM-SS316GD100,2.0MM BAL BEARING 316 S/S,SALEMS,700,"20,000",0,Hardware & Fittings,Bearing,,,,
BBM4-6,Molded-in Threaded Inserts,VMP,700,2,0,Hardware & Fittings,Hardware Component,,,,
BC003X0064SSNL,"#3 X 4"" BALL CHAIN STAINLESS",BALLCH,700,250,0,Hardware & Fittings,Hardware Component,,,,
BEP18C025NP,# 18 X 1/4 ESCUTCHEON PIN,ACC-SP,701,"53,000",0,Fasteners,Screw,,,,
BEP18C037BO,# 18 X 3/8 ESCUTCHEON PIN,ACC-SP,701,"32,800",0,Fasteners,Screw,,,,
BEP18C037NP,# 18 X 3/8 ESCUTCHEON PIN,ACC-SP,801,16,0,Fasteners,Screw,,,,
BF DIN929M8,M8 - HEX WELD NUT - DIN 929,BF,700,"2,400",0,Fasteners,Nut,,,,
BFSC040C0010SS593S,M4 X 10MM BUTTON FLANGE SOC,ACC-SP,702,"10,000",0,Hardware & Fittings,Fitting / Valve,,,,
BH111,"EYE WEAR , CRYSTAL CLEAR",GLOBGL,400,6,0,Hardware & Fittings,Hardware Component,,,,
BHCS030C008S1,M3 X 8MM BUTTON HEAD DIN 7380-,STR,700,"1,175",0,Fasteners,Screw,,,,
BHCS050C012S1,M5 X 12MM BUTTON HEAD,BBS,700,"1,600",0,Fasteners,Screw,,,,
BHCS250C0008STZI,1/4-20 X 1/2 BUTTON HEAD SOC,BBS,700,300,0,Fasteners,Screw,,,,
BHSC002C0004SS,2-56x1/4 BUTTON HEAD SOC CAP,STR,700,100,0,Fasteners,Screw,,,,
BHSC004C0003S1,4-40 X 3/16 BUTTON HD SOC CS,STR,700,400,0,Fasteners,Screw,,,,
BHSC004C0005SS,#4-40x5/16 BUTTON HEAD SOC CAP,STR,700,200,0,Fasteners,Screw,,,,
BHSC004C0008SS,4-40 X 1/2 BUTTON HD SOC CAP,BBS,700,830,0,Fasteners,Screw,,,,
BHSC004C0018SS,4-40 X 1-1/8 BUTTON HEAD SOC,STR,700,200,0,Fasteners,Screw,,,,
BHSC006C0004SSNP,6-32 X 1/4 BUTTON HD SOC CAP,ACC-SP,701,"2,330",0,Fasteners,Screw,,,,
BHSC006C0006AY,6-32 X 3/8 BUT SOC C/S ALLOY,BBS,700,665,0,Fasteners,Screw,,,,
BHSC006C0006SS,6-32X3/8 BUTTON HD SOC C/S S/S,BRIK,700,500,0,Fasteners,Screw,,,,
BHSC006C0008SS,6-32 X 1/2 BUTTON HEAD SOC CAP,BRIK,700,"6,000",0,Fasteners,Screw,,,,
BHSC006C0010AYBO,6-32 X 5/8 BUTTON HS SOC SCREW,BBS,700,500,0,Fasteners,Screw,,,,
BHSC006C0010SS,6-32 X 5/8 BUT HD SOC CAP S/S,BBS,700,195,0,Fasteners,Screw,,,,
BHSC008C0008AY,#8-32x1/2 BUT HD SOC CAP ALLOY,FITFAST,700,"2,000",0,Fasteners,Screw,,,,
BHSC008C0010AY,8-32 X 5/8 BUTTON HD SOC CAP,BBS,700,"1,500",0,Fasteners,Screw,,,,
BHSC008C0010SSTP,8-32 X 5/8 TAMPER PRUF BUTTON,TPS,700,"2,200",0,Fasteners,Screw,,,,
BHSC008C0012SS,8-32 X 3/4 BUT SOC C/S S/S,BRIK,700,"1,000","3,000",Fasteners,Screw,,,,
BHSC008C0024SS,8-32 X 1-1/2 BT HD SOC CAP,BBS,700,600,0,Fasteners,Screw,,,,
BHSC010C0006SS,10-24 X 3/8 BUTTON HD SOC C/S,STR,700,0,400,Fasteners,Screw,,,,
BHSC010C0008S1,10-24 X 1/2 BUTTON HEAD SOCKET,STR,700,0,"4,100",Fasteners,Screw,,,,
BHSC010C0008SS,10-24 X 1/2 BUT HEAD SOC S/S,BRIK,700,"1,000","10,000",Fasteners,Screw,,,,
BHSC010C0012SS,10-24 X 3/4 BUTTON HD SOC C/S,BRIK,700,"12,700",0,Fasteners,Screw,,,,
BHSC010F0004AY,10-32 X 1/4 BUTTON HD SOC CAP,FITFAST,700,"18,000",0,Fasteners,Screw,,,,
BHSC010F0004S1,10-32 X 1/4 BUT SOC CAP 316,BBS,700,100,0,Fasteners,Screw,,,,
BHSC010F0004SS,10-32 X 1/4 BUT SOC C/S S/S,BRIK,700,"9,552",0,Fasteners,Screw,,,,
BHSC010F0006AY,10-32 X 3/8 BUTTON HD SOC CAP,BBS,700,500,0,Fasteners,Screw,,,,
BHSC010F0006SS,10-32 X 3/8 BUT HD SOC CAP,BRIK,700,"2,000",0,Fasteners,Screw,,,,
BHSC010F0008AYZI,10-32 X 1/2 BUTTON HD SOC CS,ACC-SP,701,"20,000",0,Fasteners,Screw,,,,
BHSC010F0008S1,10-32 X 1/2 BUTTON HD SOC CS,STR,700,450,0,Fasteners,Screw,,,,
BHSC010F0008SS,10-32 X 1/2 BUTTON HD SOC CS,STR,700,500,0,Fasteners,Screw,,,,
BHSC010F0008SSBO,10-32 X 1/2 BUTTON HD SOC CS,ACC-SP,701,786,0,Fasteners,Screw,,,,
BHSC010F0010AY,10-32 X 5/8 BUTTON HD SOC CAP,STELFA,700,"2,500",0,Fasteners,Screw,,,,
BHSC010F0010AYZINP,10-32 X 5/8 BUTTON HD,ACC-SP,701,"1,000",0,Fasteners,Screw,,,,
BHSC010F0010SS,10-32 X 5/8 BUT SOC C/S 18-8,BBS,700,50,0,Fasteners,Screw,,,,
BHSC010F0010SSBO,10-32 X 5/8 BUT SOC C/S 18-8,ACC-SP,701,"11,508",0,Fasteners,Screw,,,,
BHSC010F0012SSTP,10-32 X 3/4 BUT HEAD SOC CAP,TPS,700,"8,030",0,Fasteners,Screw,,,,
BHSC012C0020SS,M12 X 1.75 X 20 BUT SOC CAP SS,LM,700,340,0,Fasteners,Screw,,,,
BHSC030C004SS,M3 X 4MM BUTTON HD SOC C/S S/S,STR,700,200,0,Hardware & Fittings,Hardware Component,,,,
BHSC030C005AY10.9,M3-0.5 X 5MM BUTTON HEAD,LM,700,"10,000",0,Fasteners,Screw,,,,
BHSC030C006AYBO,M3 X 6MM BUTTON HD SOC CAP AY,ACC-SP,701,"1,400",0,Hardware & Fittings,Hardware Component,,,,
BHSC030C006S1,M3X 6MM BUT HD SOC CAP 316,STR,700,400,0,Hardware & Fittings,Hardware Component,,,,
BHSC030C008AY,M3-.5 X 8MM BUTTON HD SOC C/S,LM,700,"11,452",0,Fasteners,Screw,,,,
BHSC030C008SS,M3 X 8MM BUTTON HD SOC C/S S/S,STR,704-LEDRA,"41,741","50,000",Hardware & Fittings,Hardware Component,,,,
BHSC030C008SSVT,M3 X 8MM BUTTON HD SOC C/S,ACC-SP,701,"6,100",0,Hardware & Fittings,Hardware Component,,,,
BHSC030C010AY10.9BZ3PC85,M3-0.5 X 10MM BUTTON HEAD,ACC-SP,702,"98,679",0,Fasteners,Screw,,,,
BHSC030C010S1,M3X 10 MM BUTTON HEAD C/S 316,STR,700,60,0,Fasteners,Screw,,,,
BHSC030C010SS,M3 X 10MM BUTTON HD SOC C/S,BBS,700,200,0,Hardware & Fittings,Hardware Component,,,,
BHSC030C018SS,M3 X 18MM BUTTON HD SOC CAP,LM,700,900,0,Hardware & Fittings,Hardware Component,,,,
BHSC030C035SS-VT,M3 X 35MM BUTTON HD SOC C/S,ACC-SP,701,"8,000",0,Hardware & Fittings,Hardware Component,,,,
BHSC030C040SS,M3 X 40MM BUTTON HD SOC C/S,LM,700,200,0,Hardware & Fittings,Hardware Component,,,,
BHSC040C0005SS,M4 X 5MM BUTTON HEAD,STR,700,"47,900",0,Fasteners,Screw,,,,
BHSC040C0006SS,M4-.7 PITCH X 6MM BUTTON HEAD,WSC,700,"2,070",0,Fasteners,Screw,,,,
BHSC040C0010SS,M4-.7 X 10MM BUTTON HEAD,BRIK,700,"1,350",0,Fasteners,Screw,,,,
BHSC040C0010SSVT,M4X10MM .7MM PITCH BUTTON HEAD,ACC-SP,701,"12,500",0,Fasteners,Screw,,,,
BHSC040C0014SS,M4 X 14MM BUTTON HEAD SOCKET,MTP,700,"8,000",0,Fasteners,Screw,,,,
BHSC040C010SS BN1593,M4-0.7 X 10MM BUTTON SOC C/S,BRIK,700,0,"93,000",Fasteners,Screw,,,,
BHSC040C012SS BN1593,M4 X 12MM BUTT HD SOC CAP SCRW,LM,700,125,0,Fasteners,Screw,,,,
BHSC040C016S1,M4-0.7 X 16MM BUTTON HEAD,LM,700,500,0,Fasteners,Screw,,,,
BHSC040C020S1 BN8699,M4-0.7 X 20MM BUTTON HEAD,BBS,700,"2,400",0,Fasteners,Screw,,,,
BHSC040C020SS,M4X20MM BUTTON HD SOC C/S S/S,BBS,700,500,0,Hardware & Fittings,Hardware Component,,,,
BHSC040C040SS,M4 X 40MM BUTT HD SOC CAP SCRW,BRIK,700,0,"5,000",Fasteners,Screw,,,,
BHSC040C045SS,M4 X 45MM BUTT HD SOC CAP SCRW,BRIK,700,"10,060",0,Fasteners,Screw,,,,
BHSC040C050SS,M4-.7 X 50MM BUTTON HEAD,BRIK,700,400,0,Fasteners,Screw,,,,
BHSC040C050SSVT,M4 X 50MM BUTTON HEAD SOCKET,ACC-SP,701,"9,306",0,Fasteners,Screw,,,,
BHSC050C005SS,M5-.8 X 5MM BUTTON HEAD SOCKET,STR,700,"2,585",0,Fasteners,Screw,,,,
BHSC050C008S1 BN8699,M5 X 8M BUTTON HEAD SOCKET A4,STR,700,"5,000",0,Fasteners,Screw,,,,
BHSC050C010S1,M5-.8 X 10MM BUTTON HD SOC C/S,BRIK,700,"21,145",0,Fasteners,Screw,,,,
BHSC050C010SS,M5-.8 X 10MM BUTTON HD SOC C/S,BBS,700,42,0,Fasteners,Screw,,,,
BHSC050C012SS BN1593,M5 X 12MM BUTTON HD SOCKET S.S,BRIK,700,"10,984",0,Hardware & Fittings,Hardware Component,,,,
BHSC050C016S1,M5 X 16MM BUTTON HEAD SOC CAP,LM,700,300,0,Fasteners,Screw,,,,
BHSC050C016SS BN1593,M5 X 16MM BUTTON HEAD SOC CAP,BRIK,700,"4,710",0,Fasteners,Screw,,,,
BHSC050C016SSBO,M5 X 16MM BUTTON HEAD SOC CAP,ACC-SP,701,569,0,Fasteners,Screw,,,,
BHSC050C020SS,M5-.8 X 20MM BUTTON HEAD SOC,BBS,700,50,0,Fasteners,Screw,,,,
BHSC050C022SS,M5-.8 X 22MM BUTTON HEAD SOC,STANDF,700,450,0,Fasteners,Screw,,,,
BHSC050C025SSBO,M5-.8 X 25MM BUTTON HEAD SOC,ACC-SP,701,250,0,Fasteners,Screw,,,,
BHSC060C0018AYZI12.9,M6 X 18MM BUTTON  SOC CS STL,ACC-SP,701,"2,200",0,Hardware & Fittings,Hardware Component,,,,
BHSC060C010SS BN1593,M6 X 10MM BUTTON HD SOC S.S.,BRIK,700,"3,050",0,Hardware & Fittings,Hardware Component,,,,
BHSC060C012SS,M6-1.0X 12 BUTTON HEAD SOCKET,BRIK,700,"3,000",0,Fasteners,Screw,,,,
BHSC060C014SS,M6-1.0 X 14MM BUTTON HEAD,LM,700,0,"4,000",Fasteners,Screw,,,,
BHSC060C016SS,M6-1.0 X 16MM BUTTON HD SOC,STR,700,"4,745","10,000",Fasteners,Screw,,,,
BHSC060C018AY,M6-1.0 X 18MM BUTTON HEAD 12.9,BBS,700,300,0,Fasteners,Screw,,,,
BHSC060C020AYNP,M6-1.0 X 20 BUTTON HEAD SOCKET,ACC-SP,701,"4,573",0,Fasteners,Screw,,,,
BHSC060C020SSBO,M6-1.0 X 20MM BUTTON HD SOC,ACC-SP,701,150,0,Fasteners,Screw,,,,
BHSC060C025SS,M6-1.0 X 25MM BUTTON HD SOC,BRIK,700,300,0,Fasteners,Screw,,,,
BHSC060C035AYBZ3NP,M6-1.0 X 35MM BUTTON HD SOCKET,ACC-SP,702,"2,330",0,Fasteners,Screw,,,,
BHSC060C045SS,M6-1.0 X 45MM BUTTON HD SOCKET,BBS,700,450,0,Fasteners,Screw,,,,
BHSC060C050AY BN19,M6-1.0 X 50 BUTTON HEAD SOCKET,FITFAST,700,200,0,Fasteners,Screw,,,,
BHSC060C050AYBZ3NP,M6-1.0 X 50 BUTTON HD SOCKET,ACC-SP,702,"1,963",0,Fasteners,Screw,,,,
